# Accelerometer Data File
# Started @Fri Feb 08 08:53:39 EET 2019
#
#
# sensor Vendor: MTK
# sensor Name: ACCELEROMETER
# sensor Resolution: 0.00390625m/sec^2; Max Range: 32.0; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
0.103 0.005 0.224 10
0.093 0.004 0.201 9
0.084 0.004 0.458 11
0.075 0.003 0.135 9
0.068 0.003 0.26 11
0.061 0.003 0.234 10
0.055 0.002 0.21 10
0.049 0.002 0.189 9
0.044 0.002 0.17 11
0.04 0.002 0.153 9
0.036 0.001 0.138 13
0.032 0.001 0.4 8
0.029 0.001 0.36 10
-0.249 0.001 0.324 9
-0.086 0.001 0.292 12
-0.077 0.001 -0.013 9
-0.07 0.0 -0.012 10
0.212 0.0 0.265 9
0.053 0.0 0.376 11
0.048 0.0 0.338 10
0.043 0.0 0.305 9
0.038 0.0 0.274 11
-0.24 0.0 0.247 10
-0.078 0.0 0.222 17
-0.07 0.0 0.2 2
-0.063 0.0 0.18 10
-0.057 0.0 0.162 11
-0.051 0.0 -0.129 10
-0.046 0.0 -0.392 9
-0.041 0.0 -0.353 11
-0.037 0.0 -0.041 9
-0.033 0.0 0.099 11
-0.03 0.0 0.089 10
-0.027 0.0 0.494 9
-0.3 0.0 0.444 11
-0.407 0.0 0.124 10
-0.366 0.0 -0.025 9
-0.33 0.0 -0.022 11
-0.297 0.0 -0.434 10
-0.267 0.0 -0.253 10
-0.24 0.0 -0.503 10
-0.216 0.0 -0.59 9
0.08 0.0 -0.808 10
0.072 0.0 -0.864 10
0.065 0.0 -0.778 11
0.333 0.276 -0.7 10
0.3 0.248 -0.216 12
-0.004 0.223 0.08 10
-0.142 0.201 0.348 8
-0.127 0.181 0.726 9
-0.39 -0.113 0.516 11
-0.49 -0.239 0.464 12
-0.441 -0.215 0.004 8
-0.396 -0.194 -0.409 10
0.056 -0.174 -1.058 10
0.326 0.256 -1.228 16
0.293 0.231 -1.242 4
0.539 0.208 -1.118 10
0.485 0.187 -1.006 10
0.437 0.168 -0.216 10
0.393 0.151 0.77 10
0.078 0.136 0.969 9
-0.204 0.122 1.009 11
-0.321 -0.165 0.908 10
-0.565 -0.149 0.817 10
-0.509 -0.134 0.736 10
-0.458 -0.12 0.249 10
0.001 -0.108 -0.189 10
0.139 0.178 -0.308 9
0.4 0.298 -0.277 15
0.36 0.268 -0.249 6
0.324 0.241 0.188 10
0.016 -0.058 0.308 11
-0.26 -0.052 0.277 8
-0.234 -0.047 -0.026 11
-0.21 -0.042 0.113 10
0.085 -0.038 0.378 10
0.214 -0.034 0.478 10
0.193 -0.031 0.844 9
-0.239 -0.028 0.76 17
-0.352 -0.025 0.684 4
-0.317 -0.022 0.615 9
-0.285 -0.02 0.002 11
-0.257 -0.018 -0.274 10
0.043 -0.016 -0.384 10
0.314 -0.014 -0.345 10
0.283 -0.013 -0.311 10
0.255 -0.012 -0.28 12
0.229 -0.01 0.024 7
0.206 -0.009 0.159 11
0.185 -0.008 0.143 11
0.167 -0.007 0.129 9
-0.124 -0.007 0.391 13
-0.112 -0.006 0.352 7
-0.101 -0.005 0.317 11
-0.09 -0.005 0.285 9
-0.081 -0.004 -0.018 10
-0.073 -0.004 -0.292 10
-0.066 -0.003 -0.263 10
-0.059 -0.278 -0.237 9
-0.053 -0.25 -0.213 11
-0.048 -0.225 -0.467 10
0.231 -0.203 -0.697 9
0.346 -0.182 -0.902 11
0.311 0.11 -0.812 12
0.555 0.099 -0.317 7
0.362 0.089 0.127 10
-0.086 -0.194 0.528 11
-0.353 -0.175 0.613 10
-0.455 -0.157 0.276 10
-0.41 -0.141 -0.027 12
-0.369 -0.127 -0.162 9
-0.056 -0.114 -0.145 9
0.224 -0.103 -0.131 10
0.339 -0.093 -0.393 10
0.305 -0.083 -0.63 10
0.274 0.199 -0.842 12
0.247 0.179 -0.758 8
0.222 0.161 -0.682 10
0.2 0.145 0.35 10
0.18 0.131 0.729 10
-0.25 -0.157 0.931 9
-0.501 -0.141 0.7 11
-0.313 -0.127 0.217 10
0.268 0.299 -0.494 1
0.241 0.269 -0.444 10
0.217 0.242 -0.4 10
0.333 0.355 -0.221 9
0.3 0.32 0.352 9
-0.005 0.011 0.592 13
-0.142 -0.126 0.67 7
-0.128 -0.114 0.051 11
-0.115 -0.102 -0.228 11
0.171 0.183 -0.205 9
0.292 0.165 -0.185 10
-0.012 -0.127 0.66 5
-0.011 -0.114 0.594 10
-0.01 -0.103 0.534 10
-0.284 -0.092 0.481 10
-0.256 -0.083 0.433 7
-0.23 -0.075 0.114 8
-0.207 -0.067 -0.034 10
-0.186 -0.06 -0.031 9
-0.167 -0.054 -0.028 10
-0.151 -0.049 -0.025 10
-0.136 -0.044 -0.022 11
-0.122 -0.039 -0.02 10
-0.11 -0.035 -0.294 10
-0.099 -0.032 -0.265 10
-0.089 -0.029 -0.238 10
-0.08 -0.026 -0.214 10
-0.072 -0.023 -0.193 10
-0.065 -0.021 0.102 10
-0.333 -0.294 0.092 10
-0.3 -0.265 -0.193 10
-0.27 -0.238 -0.449 10
0.031 0.06 -0.68 9
0.166 0.054 -0.612 13
0.149 0.049 -0.551 8
0.134 0.044 0.331 12
0.121 -0.235 0.436 7
-0.166 -0.212 0.392 11
-0.287 -0.19 0.077 9
-0.258 -0.171 -0.068 11
-0.232 -0.154 -0.061 10
0.203 -0.139 -0.055 18
0.183 -0.125 -0.049 1
0.164 -0.112 -0.044 10
0.148 -0.101 -0.04 11
0.133 -0.091 -0.036 9
0.12 -0.082 -0.308 4
0.108 -0.073 -0.277 10
0.097 -0.066 -0.249 10
0.087 -0.059 -0.224 7
0.078 -0.053 -0.202 10
0.071 0.226 0.093 10
0.063 0.204 0.084 10
0.057 0.183 0.075 9
0.051 0.165 0.068 11
0.046 0.148 0.475 10
0.041 0.133 0.84 9
0.037 0.12 1.033 11
-0.241 0.108 1.205 10
-0.354 0.097 0.671 9
-0.319 0.087 0.052 11
-0.287 0.079 -0.504 10
0.292 0.071 -1.005 10
0.538 0.34 -1.181 10
0.622 0.306 -0.924 10
0.559 0.275 -0.418 10
0.503 0.248 -0.1 10
0.453 0.223 0.184 10
-0.004 0.2 0.58 9
-0.279 0.18 1.073 10
-0.389 -0.113 0.828 11
-0.35 -0.102 0.745 10
-0.315 -0.091 0.395 9
-0.283 -0.082 0.217 11
0.019 -0.074 -0.079 10
0.017 0.209 -0.347 10
0.016 0.188 -0.726 10
0.289 0.169 -0.791 12
0.26 0.152 -0.712 7
0.234 0.137 -0.365 11
0.211 0.123 -0.053 10
-0.222 0.111 -0.185 2
-0.2 0.1 -0.167 10
-0.18 0.09 -0.15 10
-0.024 0.081 -0.135 8
-0.022 0.072 -0.121 11
-0.02 0.065 0.442 8
-0.018 0.059 0.81 11
-0.016 -0.223 0.868 9
-0.427 -0.338 0.781 11
-0.523 -0.304 -0.399 12
-0.194 -0.274 -0.359 8
0.099 0.028 -1.013 10
0.227 0.025 -0.912 9
0.204 0.023 -0.131 17
0.184 0.02 -0.118 4
0.165 0.018 0.307 10
-0.126 0.016 0.552 10
-0.251 0.015 0.359 10
-0.226 0.013 0.323 10
-0.203 0.012 0.291 9
0.092 0.011 0.261 11
0.083 0.009 0.235 11
0.074 0.008 -0.064 9
0.067 0.008 -0.333 10
0.06 0.007 -0.713 9
0.467 0.006 -0.78 10
0.558 0.282 -0.702 11
0.502 0.116 0.057 16
0.452 0.104 0.328 4
0.131 0.094 0.57 10
-0.156 0.084 0.651 10
-0.416 0.076 0.586 9
-0.374 0.068 0.114 11
-0.061 0.061 -0.311 10
0.219 0.055 -0.417 10
0.335 0.05 -0.375 10
0.301 0.045 0.074 9
-0.141 0.04 0.619 19
-0.127 0.036 0.557 2
-0.389 -0.243 0.501 9
-0.35 -0.081 -0.1 10
0.097 -0.073 -0.365 11
0.087 -0.065 -0.191 10
0.078 -0.059 0.241 9
0.07 -0.053 0.355 11
-0.211 -0.048 0.319 10
-0.328 -0.043 -0.263 9
-0.019 -0.038 -0.651 11
-0.017 -0.035 -0.586 9
-0.016 -0.031 0.162 10
-0.014 -0.028 0.559 13
-0.013 -0.3 0.641 8
-0.563 -0.27 0.577 10
-0.507 -0.243 0.243 10
-0.456 -0.219 -0.469 10
-0.134 -0.197 -0.699 10
0.154 0.097 -0.629 10
0.276 0.087 -0.29 11
0.248 0.079 -0.123 8
-0.051 0.071 -0.111 11
-0.183 -0.211 -0.099 9
-0.165 -0.19 0.186 11
-0.148 -0.171 0.029 10
-0.134 -0.154 0.026 9
-0.12 -0.138 0.023 11
-0.108 -0.124 0.021 10
-0.097 -0.112 0.019 9
-0.087 -0.101 0.017 11
-0.079 -0.09 0.015 10
-0.071 -0.081 0.013 10
-0.064 -0.073 0.012 9
-0.057 -0.066 0.011 12
-0.051 -0.059 0.01 8
-0.046 -0.053 0.009 1
-0.042 -0.048 0.008 10
-0.037 -0.043 0.007 10
-0.034 -0.039 0.006 10
0.244 -0.035 0.006 9
0.22 -0.031 0.005 11
0.198 -0.028 0.004 17
0.178 -0.025 0.004 2
0.16 -0.023 0.693 1
0.144 -0.02 0.624 10
0.13 -0.018 0.561 10
-0.158 -0.016 0.367 10
-0.142 -0.015 -0.358 10
0.284 -0.013 -1.149 14
0.531 0.263 -1.034 6
0.753 0.375 -0.931 12
0.678 0.337 -0.286 7
0.61 0.027 0.431 11
0.136 0.024 0.526 10
-0.29 0.022 0.473 9
-0.398 0.02 0.426 13
-0.358 0.018 -0.03 8
-0.047 0.016 0.248 10
0.094 0.291 0.224 10
0.085 0.261 0.201 10
0.076 0.235 0.181 10
0.069 0.212 -0.388 10
0.062 0.19 -0.625 10
0.055 0.171 -0.838 9
0.05 0.154 -0.754 11
0.32 0.414 -0.679 9
0.288 0.373 -0.335 11
0.259 0.335 0.111 11
0.233 0.302 0.514 9
-0.064 -0.003 0.738 18
-0.471 -0.003 0.94 2
-0.424 -0.002 0.846 10
-0.381 -0.002 0.762 9
-0.343 -0.002 0.409 11
-0.309 -0.001 0.23 10
-0.278 -0.278 0.207 9
-0.25 -0.25 -0.226 15
0.049 -0.225 -0.755 6
0.182 -0.202 -1.093 10
0.164 0.093 -1.122 11
0.56 0.084 -1.01 9
0.504 0.076 -0.357 10
0.178 0.068 0.368 9
-0.252 -0.214 1.158 11
-0.502 -0.33 1.042 11
-0.451 -0.297 0.938 9
-0.406 -0.268 0.292 14
-0.366 -0.241 -0.011 5
-0.054 -0.217 -0.562 11
0.089 -0.195 -0.644 10
0.355 0.099 -0.58 10
0.319 0.089 -0.522 12
0.287 0.08 -0.193 8
-0.016 -0.202 -0.174 10
-0.152 -0.182 -0.156 10
-0.137 -0.164 -0.141 10
-0.123 -0.147 -0.127 9
-0.111 -0.133 0.299 11
-0.099 -0.119 0.545 10
-0.365 -0.107 0.628 17
-0.328 -0.097 0.565 4
-0.295 -0.087 0.095 9
-0.266 -0.078 -0.327 10
0.173 -0.07 -0.432 11
0.293 0.211 -0.389 9
0.264 0.052 -0.35 10
0.237 0.047 -0.315 9
-0.061 0.042 -0.283 13
-0.055 0.038 -0.255 8
-0.049 0.034 -0.229 10
-0.044 0.031 0.344 10
-0.04 0.028 0.447 10
-0.036 0.025 0.403 9
-0.032 0.022 0.362 11
-0.029 0.02 0.326 10
-0.026 0.018 0.293 10
-0.023 0.016 -0.011 9
-0.021 0.014 -0.148 12
-0.019 0.013 -0.133 9
-0.017 0.012 -0.12 10
-0.015 0.01 -0.108 12
-0.014 0.009 -0.097 7
-0.012 0.008 -0.087 11
-0.011 0.007 0.197 9
-0.01 0.007 0.177 11
-0.009 0.006 0.159 10
-0.008 0.005 0.143 9
-0.007 0.005 0.129 11
-0.006 0.004 0.116 9
-0.006 0.004 0.104 11
-0.005 0.003 0.094 10
-0.004 0.279 0.085 10
-0.004 0.113 0.076 10
-0.003 0.101 0.068 9
-0.003 0.091 0.061 11
-0.003 0.082 0.055 10
-0.002 0.074 -0.226 9
-0.002 0.066 -0.203 11
-0.002 0.06 -0.183 10
-0.002 0.054 -0.164 12
-0.001 0.048 -0.148 8
-0.001 0.043 -0.133 9
-0.001 0.039 -0.12 11
-0.001 0.035 -0.108 10
0.274 0.031 -0.097 11
0.246 0.028 -0.087 8
0.222 0.025 -0.078 11
0.199 0.023 0.205 9
0.179 0.02 0.322 10
-0.113 0.018 0.29 11
-0.102 0.016 -0.152 9
-0.091 0.015 -0.412 11
0.192 0.013 -0.51 10
0.173 0.012 -0.459 10
0.156 0.287 0.0 10
0.14 0.12 0.138 10
0.126 0.108 0.124 10
0.113 0.098 0.112 10
0.102 0.088 -0.174 11
0.092 0.079 -0.019 8
0.082 0.071 -0.017 11
0.074 0.064 0.26 9
0.067 0.057 0.234 11
-0.214 0.052 0.211 9
-0.193 0.046 -0.224 11
-0.174 0.042 -0.477 10
-0.156 0.037 -0.567 9
0.272 0.034 -0.511 11
0.107 0.03 -0.183 10
0.096 0.027 0.386 9
-0.188 0.024 0.623 18
-0.169 0.022 0.56 2
-0.152 0.02 0.504 11
-0.137 0.018 0.454 10
-0.123 0.016 0.133 9
-0.111 0.014 0.12 11
-0.1 0.013 0.108 9
-0.09 0.011 0.097 16
-0.081 0.01 0.087 5
-0.073 0.009 0.078 10
-0.065 0.008 -0.205 9
-0.059 -0.13 -0.322 11
-0.053 -0.117 -0.29 10
-0.047 -0.105 -0.261 9
-0.043 -0.095 -0.235 11
-0.038 -0.085 0.063 12
-0.034 -0.077 0.057 7
-0.031 -0.069 0.051 16
-0.028 -0.062 0.046 5
-0.025 -0.056 0.041 10
-0.022 -0.05 0.037 19
0.254 -0.045 0.033 15
0.091 -0.041 0.03 11
0.082 -0.036 0.027 5
0.074 -0.033 0.024 9
0.066 -0.305 0.022 11
0.06 -0.274 0.02 10
0.054 -0.247 -0.257 10
0.048 -0.222 -0.369 1
0.043 -0.2 -0.332 10
0.039 -0.18 -0.299 10
0.035 -0.162 -0.269 10
0.031 -0.146 0.17 9
0.028 -0.131 0.292 10
0.025 -0.118 0.263 10
0.023 -0.106 0.236 9
0.02 0.179 0.213 11
0.018 0.161 0.191 10
0.016 0.145 0.172 16
0.015 0.13 0.155 4
0.013 0.117 0.139 10
0.012 0.106 0.125 10
0.011 0.095 0.113 10
0.01 0.085 -0.312 10
0.009 0.077 -0.28 10
0.008 0.069 -0.252 10
0.007 0.062 0.324 19
0.006 0.056 0.429 12
0.005 0.05 0.386 9
0.005 0.045 0.347 9
0.004 0.041 0.313 11
0.004 0.036 0.006 10
0.003 0.033 0.143 10
0.003 0.029 0.129 9
0.003 0.026 0.116 11
0.002 0.024 0.104 11
0.002 0.021 0.094 9
0.002 0.019 0.084 10
0.002 0.017 0.076 10
0.001 0.015 0.344 11
0.001 0.014 0.309 8
0.001 0.012 0.278 10
0.001 0.011 -0.438 11
0.001 0.01 -0.532 9
0.001 0.009 -0.479 10
0.0 0.008 -0.431 11
0.0 0.007 -0.388 9
0.276 0.006 -0.349 11
0.11 0.006 -0.314 10
0.099 0.005 -0.282 9
-0.185 0.004 -0.254 14
-0.167 0.004 -0.229 10
-0.15 0.004 -0.206 6
-0.135 -0.271 0.089 19
-0.121 -0.244 -0.056 9
-0.109 -0.22 -0.051 2
-0.098 -0.198 -0.046 11
-0.088 -0.178 -0.316 10
0.195 -0.16 -0.423 10
0.175 -0.144 -0.381 13
0.158 -0.129 -0.343 7
0.142 -0.116 -0.308 16
0.128 -0.105 -0.001 7
0.115 -0.094 -0.001 7
0.103 -0.085 -0.001 12
0.093 -0.076 -0.001 15
0.084 -0.069 -0.001 4
0.075 -0.062 0.274 9
-0.207 -0.055 0.246 10
-0.186 -0.05 0.222 10
-0.167 -0.045 -0.213 10
-0.151 -0.04 -0.33 11
0.139 -0.036 -0.297 8
0.125 -0.033 -0.267 11
0.112 -0.029 0.173 10
0.101 -0.026 0.432 10
0.091 -0.024 0.388 10
0.082 -0.021 0.35 9
0.074 -0.019 0.038 11
0.066 -0.017 -0.102 9
0.06 -0.015 -0.092 11
0.054 -0.014 0.33 9
0.048 0.262 0.297 11
0.043 0.098 0.267 10
0.039 0.088 0.241 10
0.035 0.079 0.216 17
0.031 0.071 0.195 3
0.028 0.064 0.175 11
0.025 0.334 0.158 9
0.023 0.162 0.417 9
0.02 0.146 0.375 11
0.018 0.131 0.338 9
0.016 0.118 -0.109 11
0.015 0.106 -0.098 10
0.013 0.095 -0.088 9
0.287 0.086 0.196 10
0.121 0.077 0.314 11
0.109 0.069 0.283 10
0.098 0.062 -0.02 11
0.088 0.056 -0.157 10
0.079 0.05 -0.141 11
0.071 0.045 -0.127 7
0.064 0.041 0.161 11
0.058 0.037 0.558 9
0.052 0.033 0.365 10
0.046 0.03 0.328 11
0.042 0.027 0.02 9
0.038 0.024 -0.257 14
0.034 0.021 -0.232 11
0.03 0.019 0.205 20
-0.385 0.017 0.322 11
-0.346 0.016 0.014 6
-0.312 0.014 -0.263 8
-0.28 0.012 -0.512 11
0.022 0.011 -0.598 10
0.02 0.01 -0.538 10
0.018 0.009 -0.484 10
0.016 0.008 -0.023 10
-0.398 -0.267 0.255 10
-0.358 -0.24 0.092 10
-0.322 -0.216 -0.193 10
-0.29 -0.195 -0.311 9
0.151 0.099 -0.28 11
0.136 0.089 -0.252 10
0.122 0.08 0.048 9
0.11 0.072 0.043 11
-0.175 -0.209 0.038 10
-0.295 -0.188 0.035 10
-0.266 -0.17 -0.381 12
0.035 -0.153 -0.481 9
0.169 -0.137 -0.433 9
0.152 -0.123 0.023 10
0.137 -0.111 0.297 9
0.123 -0.1 0.405 10
-0.163 -0.09 -0.049 11
-0.009 -0.081 -0.319 10
-0.008 0.202 -0.563 10
0.267 0.181 -0.645 10
0.516 0.163 -0.58 9
0.464 0.147 0.166 10
0.418 0.132 0.426 13
0.1 0.119 0.521 7
-0.046 -0.167 0.469 11
-0.042 -0.151 0.146 9
-0.038 -0.136 -0.006 11
0.378 0.152 -0.005 10
0.34 0.0 0.271 11
0.306 0.0 0.381 9
0.276 0.0 0.343 10
-0.026 0.0 0.032 10
-0.024 0.0 -0.383 11
-0.021 0.0 -0.207 9
-0.019 0.0 -0.186 12
-0.017 0.0 0.107 8
-0.015 0.0 0.372 10
-0.014 0.0 0.335 9
-0.012 0.0 0.302 10
-0.011 0.0 0.271 11
-0.01 0.0 0.244 11
-0.009 0.0 0.22 9
-0.008 0.0 0.198 11
-0.007 0.0 0.453 9
-0.282 0.0 0.408 10
-0.391 0.0 0.367 10
-0.352 0.0 -0.22 10
-0.317 0.0 -0.336 9
-0.01 0.0 -0.302 11
0.128 0.0 -0.272 10
0.115 0.0 0.03 10
-0.171 0.0 0.303 19
-0.429 0.0 0.272 7
-0.386 0.0 -0.168 16
-0.347 0.0 -0.289 0
-0.313 0.0 -0.26 11
-0.281 0.0 -0.234 7
0.021 0.0 -0.21 10
-0.118 0.0 0.224 10
-0.106 0.0 -0.074 10
-0.095 0.0 -0.204 10
-0.086 0.0 -0.184 10
-0.077 0.0 -0.441 10
-0.069 0.0 -0.259 11
-0.062 0.0 0.041 9
-0.056 0.0 0.176 10
-0.05 0.0 0.158 19
-0.045 0.0 0.142 12
-0.041 0.0 -0.147 9
0.238 0.0 -0.408 10
0.214 0.276 -0.229 10
0.193 0.11 -0.206 10
0.173 0.099 -0.186 18
-0.119 0.089 -0.167 2
-0.107 0.08 -0.15 9
0.178 0.072 -0.135 19
0.161 0.064 -0.122 1
0.144 0.058 -0.109 10
0.13 0.052 0.176 11
0.117 0.047 0.297 10
0.105 0.042 0.267 10
0.095 0.038 -0.173 10
0.085 0.034 -0.432 10
0.077 0.031 -0.388 10
0.482 0.027 0.34 0
0.434 0.025 0.306 10
0.39 0.022 0.275 10
0.351 0.02 0.523 13
0.041 -0.257 0.471 7
-0.1 -0.231 0.424 10
-0.09 -0.208 0.106 10
-0.081 -0.187 -0.18 10
0.202 0.106 -0.576 10
0.457 0.096 -0.38 9
0.55 0.086 -0.342 11
0.218 0.077 0.243 10
-0.078 -0.205 0.494 10
-0.208 -0.047 0.031 10
-0.187 -0.042 -0.109 10
-0.168 -0.038 -0.098 9
0.123 -0.034 -0.088 10
0.248 -0.03 -0.079 11
0.223 -0.027 0.342 10
-0.073 -0.025 0.445 10
-0.204 -0.022 0.401 10
-0.183 -0.02 -0.053 10
0.11 -0.018 -0.323 10
0.236 -0.016 -0.428 10
0.213 -0.014 -0.385 10
0.191 -0.013 0.065 10
0.172 -0.011 0.197 10
-0.257 -0.01 0.178 10
-0.369 -0.009 0.16 10
-0.332 -0.008 -0.131 10
-0.299 -0.007 -0.256 9
-0.269 -0.007 -0.23 11
-0.242 -0.006 -0.207 10
-0.218 -0.005 0.364 13
-0.196 -0.005 0.603 7
-0.176 -0.004 0.543 9
-0.434 -0.004 0.213 12
-0.391 -0.003 -0.221 10
-0.351 -0.003 -0.337 9
-0.316 -0.003 -0.303 13
-0.285 -0.002 -0.273 7
-0.256 -0.002 -0.245 10
-0.23 -0.002 -0.221 10
-0.207 -0.001 -0.199 10
-0.187 -0.001 -0.179 10
-0.168 -0.001 0.114 9
-0.151 -0.001 0.378 11
-0.136 -0.001 0.478 9
-0.122 -0.001 0.43 11
-0.11 -0.001 0.387 10
-0.099 0.0 0.073 10
-0.089 0.0 -0.485 9
0.332 0.275 -0.575 11
0.299 0.247 -0.517 10
0.269 0.223 -0.189 9
0.242 0.2 -0.17 11
0.218 0.18 0.121 10
0.196 -0.113 0.109 9
0.176 0.035 0.098 11
0.159 0.031 0.088 10
0.143 0.028 0.079 9
0.404 0.025 0.348 11
0.363 0.023 0.588 9
0.327 0.02 0.529 10
0.019 -0.256 0.476 11
-0.12 -0.23 0.153 10
-0.108 -0.207 -0.137 9
0.177 -0.187 -0.675 11
0.435 0.107 -0.745 19
0.391 0.096 -0.671 1
0.352 0.086 -0.604 10
0.317 0.078 -0.267 9
0.285 0.07 0.034 11
-0.018 0.063 0.582 10
-0.291 0.056 0.524 9
-0.262 -0.224 0.472 11
-0.236 -0.201 0.424 10
-0.212 -0.181 0.382 10
-0.191 -0.163 0.344 9
-0.172 -0.147 0.309 11
-0.155 -0.132 0.003 10
-0.139 -0.119 -0.548 9
-0.125 -0.107 -0.632 11
0.3 -0.096 -0.569 9
0.27 0.188 -0.512 11
0.243 0.031 -0.047 10
-0.056 0.028 0.233 9
-0.464 0.025 0.485 11
-0.417 0.023 0.299 10
-0.375 0.02 -0.006 15
-0.338 0.018 -0.143 5
-0.304 0.017 -0.129 10
0.001 0.015 0.159 10
0.001 0.013 0.281 9
0.001 0.012 -0.022 11
0.0 0.011 -0.158 10
0.0 0.01 -0.142 10
0.0 0.009 -0.542 10
0.0 0.008 -0.487 9
0.0 0.007 -0.162 11
0.0 0.006 -0.008 10
0.0 0.005 -0.007 10
0.0 0.005 -0.007 10
0.0 0.004 -0.006 10
0.0 0.004 -0.005 10
0.0 0.003 -0.005 9
0.0 0.003 -0.004 11
0.0 0.003 -0.004 10
0.0 0.002 0.272 9
0.0 0.002 0.106 11
0.0 0.002 -0.179 10
0.0 0.002 -0.299 10
0.0 0.278 -0.269 11
0.275 0.25 0.033 13
0.11 0.225 0.029 6
0.099 0.202 0.303 10
0.089 0.182 0.685 10
-0.332 0.164 0.617 10
-0.299 0.147 0.555 10
-0.269 0.133 0.086 9
0.17 0.119 -0.06 11
0.291 0.107 -0.467 10
0.262 0.096 -0.42 9
0.511 0.087 -0.103 11
0.322 0.078 0.044 10
0.014 0.07 0.316 10
-0.124 0.063 0.56 10
-0.111 -0.219 0.642 10
-0.1 -0.197 0.577 10
-0.09 -0.177 0.106 9
-0.081 -0.159 -0.041 11
0.339 -0.143 -0.037 10
0.305 -0.129 -0.033 10
0.275 -0.116 -0.03 10
0.247 -0.104 -0.027 10
0.222 -0.094 -0.024 10
-0.074 -0.084 -0.298 10
-0.067 -0.076 -0.13 10
-0.06 -0.068 -0.117 10
-0.054 -0.061 -0.105 10
-0.049 -0.055 -0.095 10
-0.044 -0.05 -0.085 9
-0.039 -0.045 -0.077 11
-0.035 -0.04 -0.069 9
-0.032 -0.036 -0.337 11
-0.028 -0.032 -0.166 18
-0.026 -0.029 -0.149 1
-0.023 -0.026 -0.134 11
-0.021 -0.023 -0.121 10
-0.019 -0.021 -0.109 10
-0.017 -0.019 -0.098 10
-0.015 -0.017 -0.363 10
-0.013 -0.015 -0.327 10
-0.012 -0.014 -0.294 9
-0.011 -0.012 -0.265 11
-0.01 -0.011 -0.238 10
-0.009 -0.01 0.06 10
-0.008 -0.009 0.192 10
-0.007 -0.008 0.172 9
-0.282 -0.007 -0.119 11
-0.116 -0.006 -0.245 10
-0.104 -0.006 -0.22 10
-0.094 -0.005 -0.198 10
-0.084 -0.004 -0.178 10
-0.076 -0.004 0.252 10
-0.068 -0.003 0.226 9
-0.061 -0.003 0.204 11
-0.055 -0.003 -0.091 9
-0.049 -0.002 -0.22 11
-0.044 -0.002 -0.198 10
-0.04 -0.002 -0.178 10
-0.036 -0.002 0.114 10
-0.032 -0.001 0.241 10
-0.029 -0.001 0.216 10
-0.026 -0.001 0.195 10
-0.023 -0.001 0.175 9
-0.021 -0.001 -0.117 10
-0.019 -0.001 -0.243 11
-0.017 -0.001 -0.218 10
-0.015 0.0 0.078 10
-0.014 0.0 0.622 10
-0.288 0.0 0.697 10
-0.259 0.0 0.352 9
-0.233 0.0 -0.096 11
0.203 0.0 -0.362 10
0.32 0.0 -0.326 10
0.288 0.275 0.119 10
0.259 0.109 0.383 10
0.233 0.098 0.483 10
-0.202 0.088 0.434 10
-0.182 0.079 0.391 10
-0.164 0.071 0.076 10
0.127 0.064 0.069 10
0.114 0.058 0.062 10
0.103 0.052 0.331 10
-0.182 -0.228 0.298 10
-0.301 -0.205 0.268 10
-0.271 -0.184 -0.585 10
0.03 -0.166 -0.526 10
0.303 0.264 -0.75 10
0.548 0.237 -0.537 10
0.355 0.214 -0.07 9
0.044 -0.083 0.764 11
-0.235 -0.212 0.826 10
-0.487 -0.191 0.743 10
-0.576 -0.172 0.669 10
-0.519 -0.155 0.188 10
-0.19 -0.139 0.031 10
0.103 -0.125 0.028 10
0.093 -0.113 0.025 9
0.083 -0.101 0.023 11
0.075 -0.091 -0.255 10
0.067 -0.082 -0.367 10
0.061 -0.074 -0.744 9
0.055 -0.066 -0.531 11
0.049 -0.06 -0.478 10
0.044 -0.054 -0.43 10
0.04 -0.048 0.025 10
0.036 -0.043 0.161 10
0.032 -0.039 0.42 10
-0.246 -0.035 0.24 10
-0.221 -0.031 0.216 10
-0.199 -0.028 -0.081 18
-0.179 -0.025 -0.072 2
-0.161 -0.023 -0.065 10
-0.145 -0.02 -0.472 9
0.144 -0.018 -0.701 11
0.267 0.258 -0.631 11
0.241 0.232 -0.568 8
0.216 0.209 0.178 11
0.195 0.188 0.436 10
-0.099 -0.105 0.53 9
-0.227 -0.095 0.477 11
-0.204 -0.085 0.154 10
-0.184 -0.077 -0.137 10
-0.165 0.205 -0.261 9
0.126 0.185 -0.235 11
0.113 0.166 -0.211 10
0.102 0.15 -0.19 10
0.091 0.135 -0.171 10
0.082 0.121 -0.154 10
0.074 0.109 -0.138 10
0.067 0.098 -0.124 9
-0.215 0.088 -0.112 11
-0.193 0.079 0.174 11
-0.174 0.071 0.295 8
-0.156 0.064 0.265 11
-0.141 0.058 0.239 10
